2016-03-04 00:36:44,364 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457023004, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=3D0F4F1333A385732F67F6F91D31EC4B25529, clientver=android, openid=594031754, payamt_coins=0, billno=-QKTDJ-20160304-0036326125, sig=nawzuN/IR0DvZmf8jWmlmARfe+Y=}
2016-03-03 20:18:36,834 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007516, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=473FFC97047A85D6400B80CB8A4FB54513128, clientver=android, openid=144115197110804097, payamt_coins=0, billno=-QKTDJ-20160303-2018306988, sig=SIir3XY4Ra9qo22oCYKpS/iXHgU=}
2016-03-03 20:23:06,881 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007786, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=F87847B2E0C09B612E17633F4481BCD913129, clientver=android, openid=610279880, payamt_coins=0, billno=-QKTDJ-20160303-2022569350, sig=j4RWfc0aOoN5Uqk4jUosz3VVAfQ=}
2016-03-03 20:26:20,611 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007980, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=67FEEC48BD76C6D8454A86586237B1CC15568, clientver=android, openid=642386893, payamt_coins=0, billno=-QKTDJ-20160303-2026112633, sig=BnkDk+P6I6e01ZLMMOe+J1AFE0I=}
2016-03-03 20:26:29,335 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007989, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=98176EB831FE3D2FA3BAE6EF328481F913129, clientver=android, openid=980126245, payamt_coins=0, billno=-QKTDJ-20160303-2026210639, sig=tKarzrs0Kk4y9Ee1ncCZtlZsZc0=}
2016-03-03 20:26:35,817 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457007996, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=D85AE42078845D4DA77F45D18DF0533D01529, clientver=android, openid=398427717, payamt_coins=0, billno=-QKTDJ-20160303-2026152853, sig=VQya12tvt5NEzFqo7//gt3yv3cU=}
2016-03-03 20:28:34,646 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008114, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*st_dummy, token=040949692102A285E6B15EA72B7EA57607214, clientver=android, openid=144115198240145346, payamt_coins=0, billno=-QKTDJ-20160303-2028131134, sig=eKbeEgCTC4G5kfrXy+FGFPYBROE=}
2016-03-03 20:29:36,743 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008176, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=C332A0739B53E944B53B0A43B956E0BA23037, clientver=android, openid=1181671004, payamt_coins=0, billno=-QKTDJ-20160303-2028440677, sig=dhkmGFaF+siAYvarttzdPBmTowA=}
2016-03-03 20:33:14,669 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008394, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=80EBCF382356E7AD6A3C0C87AF7ABCDA26039, clientver=android, openid=429823942, payamt_coins=0, billno=-QKTDJ-20160303-2032074593, sig=Hr/AAvDIJn7Clz9RKbUQUC8pDOI=}
2016-03-03 20:36:14,130 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008574, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=4F125F24E1235921CF066531F4A1290507214, clientver=android, openid=958880643, payamt_coins=0, billno=-QKTDJ-20160303-2036043968, sig=eQqc7pAcJj5Q2OVeG7soCjWWKjg=}
2016-03-03 20:39:52,661 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008792, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=AE838DDBB274A9B2A21CEBD0F6E9C18A13128, clientver=android, openid=144115197320978649, payamt_coins=0, billno=-QKTDJ-20160303-2039439896, sig=gyWkNClI3lVTuldULWw/6jiEANE=}
2016-03-03 20:41:20,282 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008880, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=72AF47C26550F574C0B1C2B3664F3DB603361, clientver=android, openid=503280742, payamt_coins=0, billno=-QKTDJ-20160303-2041147236, sig=04T2mNj/N8PiSvU5DzMQqmyZAbw=}
2016-03-03 20:41:57,902 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457008917, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=FD14C7EE48681DB160316C6B43255CA103361, clientver=android, openid=13657797, payamt_coins=0, billno=-QKTDJ-20160303-2041517306, sig=izzwh1mK+poEgxSMVfaX/u3nWVY=}
2016-03-03 20:53:41,113 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457009621, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=1C650189D50FFB977D3C271A85A5657A15187, clientver=android, openid=314725930, payamt_coins=0, billno=-QKTDJ-20160303-2053291300, sig=l70RTBk/VL2rocmxF3SE2tUr9Og=}
2016-03-03 21:00:44,155 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457010044, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=138B229D4AE47C86DB9CF2DD78FABA2515188, clientver=android, openid=470195243, payamt_coins=0, billno=-QKTDJ-20160303-2100373042, sig=EKL55DRn/4lfV8ckeyyizbQKpp4=}
2016-03-03 21:02:26,700 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457010146, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=DB4EB6E95B594AE1648D1C7AA842C7F701529, clientver=android, openid=1215878324, payamt_coins=0, billno=-QKTDJ-20160303-2102195463, sig=BEQelwPOK/+/exImYxqTi5EvI5U=}
2016-03-03 21:07:56,969 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457010476, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=5361719A219B44B9232AA3DAD654B7FC15568, clientver=android, openid=1718188210, payamt_coins=0, billno=-QKTDJ-20160303-2107421609, sig=QYmDWvT/T2NqNlMXX9t0xGkXkp0=}
2016-03-03 21:13:43,520 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457010823, payitem=memberT1T0T0T*200.0*1, zoneid=0, appid=1450000627, version=v3, amt=2000, providetype=0, token=9536CC302A6D4E2231937BC6096FBFF220135, openid=672671235, payamt_coins=0, billno=-QKTDJ-20160303-2112597586, sig=WEL+uVKFvX+OE0dJLmBsQZmDXcw=}
2016-03-03 21:13:55,158 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457010835, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=431E0E7AAAEA05653CF6B14660606ED712535, clientver=android, openid=253011082, payamt_coins=0, billno=-QKTDJ-20160303-2113471294, sig=g3nx7HSpcz9YkhofYFmt3t0yls4=}
2016-03-03 21:19:59,482 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457011199, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=C456A5948707F32C7F8CD40FE0E450F712536, clientver=android, openid=853258152, payamt_coins=0, billno=-QKTDJ-20160303-2119524914, sig=qpAMoT32xhq5hQtUx7DHfGgqzck=}
2016-03-03 21:22:19,630 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457011339, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=33FF27759A54F865090E32FA5D8C187404369, clientver=android, openid=271995027, payamt_coins=0, billno=-QKTDJ-20160303-2122092535, sig=Gbxl6rWYEHlQQ0yco86q/LCOWuo=}
2016-03-03 21:22:41,561 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457011361, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=1EFB352CE77DA1C01039EB5B5D7C723B15568, clientver=android, openid=542871953, payamt_coins=0, billno=-QKTDJ-20160303-2122321064, sig=a9crUqvmNUOPZT6kORwymIQYOik=}
2016-03-03 21:23:49,565 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457011429, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=A1A6E4568077BA6FD1068E2D823958FF21931, clientver=android, openid=1214207806, payamt_coins=0, billno=-QKTDJ-20160303-2123246479, sig=SEV/ic0PmW6BiU8KQlgQgLZ6GGQ=}
2016-03-03 21:24:50,080 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457011490, zoneid=0, payitem=memberT1T0T2T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*st_dummy, token=FEF5C5F51BAC98753CF31CF94465E50113742, clientver=android, openid=144115197108403670, payamt_coins=0, billno=-QKTDJ-20160303-2124432925, sig=qt5PTxYOEqHsh42IjYZ8mORhk98=}
2016-03-03 21:25:19,376 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457011519, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=727560112A9AF36195B92C982D70F3DC04369, clientver=android, openid=1456058173, payamt_coins=0, billno=-QKTDJ-20160303-2125145838, sig=zxTS9M8SgTY08sfEwz00NruLK2U=}
2016-03-03 21:32:51,115 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457011971, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=B1A3FA4A83CC2050692962AF441EE2CD16963, clientver=android, openid=78343890, payamt_coins=0, billno=-QKTDJ-20160303-2132465208, sig=Q3mugwXfi74Bpj6kAESvQO+ReeQ=}
2016-03-03 21:42:43,368 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457012563, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=0ECD27A55CC05C54448C4B954162FE5913742, clientver=android, openid=1737417159, payamt_coins=0, billno=-QKTDJ-20160303-2142377719, sig=fsrtN/nTkh9N+ABMXB9adpa8pq0=}
2016-03-03 21:45:45,928 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457012745, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=F1D85CE99964E346DD0037AF7870DBE115187, clientver=android, openid=799848398, payamt_coins=0, billno=-QKTDJ-20160303-2145383559, sig=S11GG+WrxlVZz0ceM/syOfUm4vw=}
2016-03-03 21:50:45,316 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457013045, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=B51C7ACEA7ED243B9DE209358115CB7015187, clientver=android, openid=308430701, payamt_coins=0, billno=-QKTDJ-20160303-2150375060, sig=X2MqF2xHE20qOepSrwv4VVSwVhE=}
2016-03-03 21:51:40,868 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457013100, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=0FAF4DAD5A235E6F3041D4EF2230444226039, clientver=android, openid=1003064667, payamt_coins=0, billno=-QKTDJ-20160303-2151290606, sig=fXRZ+EWMQAKzQZtUkZJP6lqV3lo=}
2016-03-03 21:56:33,136 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457013393, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=9C1C7F2303ED73DD2C5F2E4E51E8AC7401530, clientver=android, openid=812969889, payamt_coins=0, billno=-QKTDJ-20160303-2156069795, sig=G3cLuMEH4UGsRsSuTULVN0MN0aM=}
2016-03-03 21:58:09,013 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457013489, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=D97FA12B5232E5FFDCC90F1A9A4714B001530, clientver=android, openid=397387789, payamt_coins=0, billno=-QKTDJ-20160303-2157477960, sig=H2IZ4Merlm7Fcmqu9wGUp8k5pNs=}
2016-03-03 22:06:30,879 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457013991, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=AEC3967EF88C58587B2F51DD8E24C66E30255, clientver=android, openid=2298122801, payamt_coins=0, billno=-QKTDJ-20160303-2206253316, sig=nYf8souUUNXgQ+u4R9J6MjHBa7Y=}
2016-03-03 22:10:17,247 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457014217, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=4494A0449D9EC7614E99100DBA9606B001530, clientver=android, openid=746278145, payamt_coins=0, billno=-QKTDJ-20160303-2210087152, sig=FI9oub60EV/ZGomz++R2tEl9aIA=}
2016-03-03 22:14:02,308 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457014442, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=29D3D408D41361949B8372A915FCC7F506706, clientver=android, openid=453785595, payamt_coins=0, billno=-QKTDJ-20160303-2213576764, sig=wgJDPcsHz5zU0KyCSQTx9iVQO54=}
2016-03-03 22:33:40,194 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457015620, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=586619C00F4326BAAEDFC2BC1F72DA6104369, clientver=android, openid=674288876, payamt_coins=0, billno=-QKTDJ-20160303-2233332421, sig=2oX779ytGFSTQakZIMQW+dRJhgo=}
2016-03-03 22:43:42,480 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457016222, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=D5B70FC7F3379CAC4336187FF1E0393026038, clientver=android, openid=819856177, payamt_coins=0, billno=-QKTDJ-20160303-2243331486, sig=RelwyF00JnBd8Negs9QfpNSBsNw=}
2016-03-03 23:05:34,171 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457017534, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=9CEC29C49B31D967113DE0BA20D4F32812902, clientver=android, openid=1161155456, payamt_coins=0, billno=-QKTDJ-20160303-2305176214, sig=uLiABLQcCqX3LjD4SSfN1pPqmtg=}
2016-03-03 23:08:33,853 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457017714, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=F0DB29CD1771312436896742DC8F1E6203362, clientver=android, openid=1161155456, payamt_coins=0, billno=-QKTDJ-20160303-2308302231, sig=djfNvVOaMv0wXhM+s/6ZolPfh2A=}
2016-03-03 23:08:53,745 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457017733, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=8EDCE5088C9D3D0AB344D2D7D5CCF16100964, clientver=android, openid=1494601537, payamt_coins=0, billno=-QKTDJ-20160303-2308439376, sig=Go79bRjP8cXghlWBhdzGv6+azMs=}
2016-03-03 23:27:54,950 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457018874, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=56131276F8C3EFEB48B2359493CA824001193, clientver=android, openid=762239283, payamt_coins=0, billno=-QKTDJ-20160303-2327378584, sig=7Cy2dNTNgwFP7Ygh0wYIZz/EBWQ=}
2016-03-03 23:40:01,795 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457019601, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=9083145F45F18C03E40590C5089C8C6A26039, clientver=android, openid=553709341, payamt_coins=0, billno=-QKTDJ-20160303-2339545032, sig=wEzmIAg5lLhVQOSu7m+ToVp5Ecc=}
2016-03-03 23:50:27,796 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457020228, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=59544B2E8A7DE2118552EB65CF521C3515569, clientver=android, openid=525963219, payamt_coins=0, billno=-QKTDJ-20160303-2350039289, sig=uUKH0gIvoNA4jBdiVQWGItGLmyw=}
2016-03-03 23:50:38,409 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457020238, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=2D009752E6A655D30F41FE1FA3811F9126039, clientver=android, openid=849085008, payamt_coins=0, billno=-QKTDJ-20160303-2350206260, sig=3kx19Wpaasw9KGeAeiqFMlVuH6w=}
2016-03-03 23:52:56,811 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457020377, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=7810EF1E5592CE26559906F2A8ABDE7025526, clientver=android, openid=669849326, payamt_coins=0, billno=-QKTDJ-20160303-2352481726, sig=Ox8By+h0UnjB5JUy3Nm+uKV6rTA=}
2016-03-03 19:03:19,684 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457002999, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=2EAF5FEB9FB754DBA856E82129BB6AFB15514, clientver=android, openid=645936938, payamt_coins=0, billno=-QKTDJ-20160303-1903110168, sig=hd+fa5D7Qur2+Co74rwLPZVVtfM=}
2016-03-03 19:03:45,876 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003026, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=541EE02A5063E0D4658808CB34432FFC24286, clientver=android, openid=501282257, payamt_coins=0, billno=-QKTDJ-20160303-1903325506, sig=2ZlNlejQQ/k4vCYoSGyRRSvpsro=}
2016-03-03 19:04:03,131 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003043, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=01825FE1FD4E374A7B10653F4D9943BB23827, clientver=android, openid=411069051, payamt_coins=0, billno=-QKTDJ-20160303-1903558546, sig=uYS/DbgjCj1t42f8/5xkBmabRnA=}
2016-03-03 19:04:42,507 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003082, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=4929CD6B6C01983859D8FD3419F7C41B19753, clientver=android, openid=273451716, payamt_coins=0, billno=-QKTDJ-20160303-1904321915, sig=bmwtXfXgY3X8US3atfuQpL1H8EY=}
2016-03-03 19:04:50,302 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003090, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=5ECEFBBC40A8B8F2A5D5F0D3A1319ED623824, clientver=android, openid=4368410, payamt_coins=0, billno=-QKTDJ-20160303-1904458631, sig=VBwzeCW27KfzF76Mgt1J7+wEKAc=}
2016-03-03 19:04:52,620 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003092, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=CDC1D73FB244D911171F2AFB7C3B8FED13742, clientver=android, openid=644705626, payamt_coins=0, billno=-QKTDJ-20160303-1904459044, sig=s5zA6kbyjlhRtff+HNjf1JLQpSA=}
2016-03-03 19:07:05,157 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003225, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=B7E2E13B3603398040D7947D7FA307AE15516, clientver=android, openid=309815298, payamt_coins=0, billno=-QKTDJ-20160303-1906563542, sig=3hXOdjk2a4QHBf3lMcsahxzpVl4=}
2016-03-03 19:07:07,348 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003227, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=302B00E2EFDDE2359B99FE49A01E119123827, clientver=android, openid=1479752815, payamt_coins=0, billno=-QKTDJ-20160303-1906563824, sig=eGgy0rqNyBZwv1Kx1jYljf/Ex3Q=}
2016-03-03 19:08:39,390 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003319, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=73C6AEFD89D34299C94FB60082BA43B210686, clientver=android, openid=1240856174, payamt_coins=0, billno=-QKTDJ-20160303-1908285125, sig=aAknJ43NuH6jxCdjxQLf0pylO84=}
2016-03-03 19:10:03,492 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003403, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=B31CA5DAF4433641CFF33EC2AECB00FA24289, clientver=android, openid=1370307712, payamt_coins=0, billno=-QKTDJ-20160303-1909446085, sig=nGn6UD5I4tCsEOOtx8WDrbUiDSU=}
2016-03-03 19:10:08,914 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003409, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=42EF93FB8B5B3FD2299FA9F97F1BED4122266, clientver=android, openid=448296501, payamt_coins=0, billno=-QKTDJ-20160303-1910010466, sig=xWjKmbieC7euu3XABGf92LJYd5g=}
2016-03-03 19:11:07,408 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003467, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=1093F56405906074B5C7BE2E4D57A1AD15187, clientver=android, openid=296134683, payamt_coins=0, billno=-QKTDJ-20160303-1910578390, sig=rUGwIHr1EdbmiFymaNk/xU/RwGg=}
2016-03-03 19:11:21,418 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003481, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=F827785A7BAEB2B354F025D6F78419CC01529, clientver=android, openid=931674449, payamt_coins=0, billno=-QKTDJ-20160303-1911157513, sig=xrCpJr6VoqloOVslXy3ACtVWvtU=}
2016-03-03 19:11:28,850 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003489, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=6A23D75B5410F66E357C6143E8D14A6401530, clientver=android, openid=503949172, payamt_coins=0, billno=-QKTDJ-20160303-1911203520, sig=QegsZZwdJ6lOy2wfyZjaPF8lGuA=}
2016-03-03 19:11:56,964 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003517, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*wechat*qq, token=10AB58277FE644A0FCF44826ED131AD110686, clientver=android, openid=1103940882, payamt_coins=0, billno=-QKTDJ-20160303-1911468445, sig=HiOZk2wLLA189q5EeXrRlSjdcQE=}
2016-03-03 19:12:09,378 [ERROR]DeliveryExecutor(213) callback inputx: {pubacct_payamt_coins=, ts=1457003529, zoneid=0, payitem=memberT1T0T0T*200.0*1, appid=1450000627, version=v3, amt=2000, providetype=5, appmeta=*bank*qq, token=553B6A56EACF3F197A6BAB273D8EF96103361, clientver=android, openid=576856266, payamt_coins=0, billno=-QKTDJ-20160303-1912058371, sig=d9TuE0+K4RuXfx685EKSOnzZGDg=}
